Card ID,Card Name,Card URL,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived
5babf730e993dd76322f4de4,Service Layer,https://trello.com/c/wvcAhPXU/57-service-layer,,,,0,,0,0,0,0,2018-09-26T21:16:32.520Z,5babf730e993dd76322f4d96,Icebox,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dcb,OCP/Final Mock,https://trello.com/c/ZAto0UHb/32-ocp-final-mock,,,,0,,0,0,0,0,2018-09-26T21:16:32.400Z,5babf730e993dd76322f4d97,Day 1 - Monday 10/1,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dac,WebIntro,https://trello.com/c/LUOORfvT/1-webintro,Rob (green),,,0,,0,0,0,0,2018-10-02T14:44:17.685Z,5babf730e993dd76322f4d97,Day 1 - Monday 10/1,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dad,HTML Basics,https://trello.com/c/DjfnCggv/2-html-basics,Rob (green),,,0,,0,0,0,0,2018-10-02T14:44:25.288Z,5babf730e993dd76322f4d97,Day 1 - Monday 10/1,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4deb,HTML Self-Study,https://trello.com/c/kTt9ZiUt/64-html-self-study,Rob (green),,,0,,0,0,0,0,2018-10-02T14:44:32.779Z,5babf730e993dd76322f4d97,Day 1 - Monday 10/1,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dae,HTML Assessment,https://trello.com/c/ju76PGmz/3-html-assessment,Rob (green),,,0,,0,0,0,0,2018-10-02T14:44:40.106Z,5babf730e993dd76322f4d98,Day 2 - Tuesday 10/2,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4daf,CSS Basics,https://trello.com/c/u8yYdMFN/4-css-basics,Rob (green),,,0,,0,0,0,0,2018-10-02T14:44:51.970Z,5babf730e993dd76322f4d98,Day 2 - Tuesday 10/2,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db0,CSS Assessment,https://trello.com/c/WsM2QFCZ/5-css-assessment,Rob (green),,,0,,0,0,0,0,2018-10-02T14:45:01.250Z,5babf730e993dd76322f4d98,Day 2 - Tuesday 10/2,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dec,Create AWS Accounts,https://trello.com/c/09sUS3gK/65-create-aws-accounts,Rob (green),,,0,,0,0,0,0,2018-10-02T14:45:09.008Z,5babf730e993dd76322f4d98,Day 2 - Tuesday 10/2,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db1,Review HTML/CSS (1),https://trello.com/c/lr4JhzeI/6-review-html-css-1,In Class (blue),,,0,,0,0,0,0,2018-10-03T15:47:15.851Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db4,Bootstrap (1.5),https://trello.com/c/wNndwQL5/9-bootstrap-15,Steve (pink),,,0,,0,0,0,0,2018-09-26T21:16:32.284Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db5,Portfolio Site Project,https://trello.com/c/yNp7e4Uf/10-portfolio-site-project,Rob (green),,,0,,0,0,0,0,2018-10-03T14:32:25.038Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db2,AWS Deployment,https://trello.com/c/wbZxBqtV/7-aws-deployment,Rob (green),,,0,,0,0,0,0,2018-10-03T14:32:39.769Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db3,AWS Apache,https://trello.com/c/CZbLQU48/8-aws-apache,Rob (green),,,0,,0,0,0,0,2018-10-03T14:32:47.167Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dee,Portfolio Site Lab,https://trello.com/c/pu4i5aYd/67-portfolio-site-lab,Rob (green),,,0,,0,0,0,0,2018-10-03T14:32:53.979Z,5babf730e993dd76322f4d99,Day 3 - Wednesday 10/3,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dcc,Intro to Databases,https://trello.com/c/yM7gVXEX/33-intro-to-databases,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.404Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4ded,"MAMP Install, Sample DB",https://trello.com/c/DWJxIEJX/66-mamp-install-sample-db,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.563Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db6,SQL - Basic Queries,https://trello.com/c/uZFIrnzH/11-sql-basic-queries,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.294Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dce,SQL - Predicates and Functions,https://trello.com/c/Y3hSqxbr/35-sql-predicates-and-functions,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.414Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dc8,Dependency Management - Maven (part of JDBCIntro),https://trello.com/c/ybMB5n3T/29-dependency-management-maven-part-of-jdbcintro,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.386Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dcd,JDBC Intro,https://trello.com/c/lJCINlKZ/34-jdbc-intro,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.409Z,5babf730e993dd76322f4d9a,Day 4 - Thursday 10/4,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4db7,SQL1 - Basic Joins,https://trello.com/c/JYnP5tsg/12-sql1-basic-joins,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.299Z,5babf730e993dd76322f4d9b,Day 5 - Friday 10/5,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4dcf,SQL1 - ORM Intro,https://trello.com/c/SF7vOhXQ/36-sql1-orm-intro,Denise (orange),,,0,,0,0,0,0,2018-09-26T21:16:32.418Z,5babf730e993dd76322f4d9b,Day 5 - Friday 10/5,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
5babf730e993dd76322f4def,Film Lister,https://trello.com/c/3Zm4yAMt/68-film-lister,Afternoon (lime),,,0,,0,0,0,0,2018-09-26T21:16:32.572Z,5babf730e993dd76322f4d9b,Day 5 - Friday 10/5,5babf730e993dd76322f4d95,Unit2Schedule - SD17,FALSE
